customer_id,scenario,window_start,window_end,num_deposits,total_amount,transaction_ids
CUST_109377,7-Day Standard Structuring,2023-05-28 11:00:00,2023-06-04 11:00:00,5,51925.1,"['TXN_E66FEB22DD', 'TXN_A79BF21AD2', 'TXN_DE9ECBE71C', 'TXN_A25ADA8533', 'TXN_3D218DE9D5']"
CUST_109378,7-Day Standard Structuring,2023-02-07 09:00:00,2023-02-14 09:00:00,5,71463.3,"['TXN_ED1BBB776C', 'TXN_5A1F84B8AB', 'TXN_20C0B6AACA', 'TXN_270574ED92', 'TXN_C26BBFB7CD']"
CUST_109378,7-Day Standard Structuring,2023-02-08 13:00:00,2023-02-15 13:00:00,4,55447.16,"['TXN_5A1F84B8AB', 'TXN_20C0B6AACA', 'TXN_270574ED92', 'TXN_C26BBFB7CD']"
CUST_109686,7-Day Standard Structuring,2023-08-03 12:00:00,2023-08-10 12:00:00,4,59558.95,"['TXN_9CF30390B6', 'TXN_CCDCD4F971', 'TXN_B1B85E9902', 'TXN_78D5CBFB8D']"
CUST_109691,7-Day Standard Structuring,2023-10-21 10:00:00,2023-10-28 10:00:00,2,107845.2,"['TXN_C52D617809', 'TXN_9CA52A653C']"
CUST_109779,7-Day Standard Structuring,2023-04-05 11:00:00,2023-04-12 11:00:00,4,67448.36,"['TXN_549B21B2A2', 'TXN_D68AA80C04', 'TXN_9EB8165134', 'TXN_3267C50482']"
CUST_109779,7-Day Standard Structuring,2023-04-06 09:00:00,2023-04-13 09:00:00,3,52536.88,"['TXN_D68AA80C04', 'TXN_9EB8165134', 'TXN_3267C50482']"
CUST_109985,7-Day Standard Structuring,2023-06-17 15:00:00,2023-06-24 15:00:00,5,199104.01,"['TXN_932483DC3F', 'TXN_BE309C72FE', 'TXN_85B10F17E0', 'TXN_EBD64E1C39', 'TXN_FDFE433164']"
CUST_109985,7-Day Standard Structuring,2023-06-18 09:00:00,2023-06-25 09:00:00,4,156669.48,"['TXN_BE309C72FE', 'TXN_85B10F17E0', 'TXN_EBD64E1C39', 'TXN_FDFE433164']"
CUST_109985,7-Day Standard Structuring,2023-06-19 15:00:00,2023-06-26 15:00:00,3,122107.25,"['TXN_85B10F17E0', 'TXN_EBD64E1C39', 'TXN_FDFE433164']"
CUST_109985,7-Day Standard Structuring,2023-06-20 09:00:00,2023-06-27 09:00:00,2,81340.88,"['TXN_EBD64E1C39', 'TXN_FDFE433164']"
CUST_109992,7-Day Standard Structuring,2023-03-02 14:00:00,2023-03-09 14:00:00,6,53479.29,"['TXN_ECB16821C3', 'TXN_BC324C34C4', 'TXN_9FC7B7784B', 'TXN_B1754CD85C', 'TXN_8DC059A9DA', 'TXN_08E4DE4667']"
